VEventBit3,beam_type,VEventBit1,VEventBit0,VEventBit7,VEventBit6,VEventBit5,VEventBit9,VEventBit8,lumi_seen,daq_time_end,VEventBit22,VEventBit23,VEventBit20,VEventBit21,VEventBit26,VEventBit24,VEventBit25,active_detectors,VEventBit2,run,VEventBit14,VEventBit28,lhc_beam_mode,run_duration,daq_time_start,beam_energy,partition,VEventBit13,VEventBit11,VEventBit10,VEventBit17,VEventBit16,VEventBit15,lhc_period,VEventBit19
161592,p-p,399695,,196869,,,29099,55160,6984.568173744704,1349584416.0,,,271647,154467,,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,189699,,426455,STABLE BEAMS,5264,1349579152.0,4000.0,PHYSICS_1,3614,25919,,,,11420,LHC12h,
1745677,p-p,,,,,,,,37468.69031229116,1349634776.0,75068,489196,1006289,1209557,,156435,75244,ITSSPD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,189725,85624,,STABLE BEAMS,11010,1349623766.0,4000.0,PHYSICS_1,194110,,,,,41510,LHC12h,
1182471,p-p,,,,,,,,31562.421350643817,1349642773.0,63261,402807,621976,748138,,131245,61523,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,189728,69263,,STABLE BEAMS,7797,1349634976.0,4000.0,PHYSICS_1,147191,,,,,32913,LHC12h,
392087,p-p,,,,,,,,20417.445591973235,1349649272.0,31748,199861,267262,322212,,65952,30638,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 ACORDE EMCAL TRD,,189729,30206,681965,STABLE BEAMS,6027,1349643245.0,4000.0,PHYSICS_1,5809,,,,,14562,LHC12h,
32057,p-p,,,,,,,,1698.9587889965817,1349651829.0,2735,16890,40055,48342,,5491,2486,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 ACORDE EMCAL TRD,,189734,2956,63137,STABLE BEAMS,627,1349651202.0,4000.0,PHYSICS_1,584,,,,,1406,LHC12h,
44179,p-p,,,,,,,,2354.8217140382235,1349653215.0,3795,23852,53803,64960,,7858,3735,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 ACORDE EMCAL TRD,,189735,4059,90000,STABLE BEAMS,990,1349652225.0,4000.0,PHYSICS_1,865,,,,,1989,LHC12h,
151032,p-p,,,,,,,,9471.802725641579,1349657109.0,13634,86253,180310,217850,,28731,13233,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 ACORDE EMCAL TRD,,189736,15969,348118,STABLE BEAMS,3554,1349653555.0,4000.0,PHYSICS_1,3232,,,,,7656,LHC12h,
24517,p-p,,,,,,,,1465.3173768574825,1349658073.0,2354,14585,42364,51198,,4838,2298,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 ACORDE EMCAL TRD,,189737,2584,58307,STABLE BEAMS,745,1349657328.0,4000.0,PHYSICS_1,642,,,,,1262,LHC12h,
10997,p-p,,,,,,,,7081.824274541091,1350252709.0,7677,47367,61646,13424,,15540,7368,ITSSPD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190050,8737,,STABLE BEAMS,981,1350251728.0,4000.0,PHYSICS_1,455,,89366,,,3997,LHC12h,
4152,p-p,,,,,,,,54397.48086207381,1350259978.0,3218,19640,25049,5050,,6330,3020,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190055,86976,,STABLE BEAMS,6987,1350252991.0,4000.0,PHYSICS_1,182,,33594,,,40038,LHC12h,
28595,p-p,,,,,,,,20224.996475814365,1350263774.0,22355,135229,150287,34093,,44762,20720,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190057,24743,,STABLE BEAMS,2895,1350260879.0,4000.0,PHYSICS_1,1427,,252624,,,11340,LHC12h,
70370,p-p,,,,,,,,16218.111693517845,1350301836.0,31078,198342,123277,27733,,63631,30592,ITSSPD ITSSSD PHOS MUONTRK MUONTRG T0,,190110,,,STABLE BEAMS,2152,1350299684.0,4000.0,PHYSICS_1,162588,,,,,,LHC12h,
121880,p-p,,,,,,,,29303.229176210807,1350305960.0,55482,345484,187872,42859,,112196,53527,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190112,116663,,STABLE BEAMS,3884,1350302076.0,4000.0,PHYSICS_1,69756,,22820,,,48315,LHC12h,
49465,p-p,,,,,,,,14079.281245368684,1350308028.0,23303,144451,87679,19506,,47467,22183,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190113,55044,,STABLE BEAMS,1910,1350306118.0,4000.0,PHYSICS_1,29301,,9710,,,23177,LHC12h,
75290,p-p,,,,,,,,26185.961603246644,1350311960.0,48886,300960,162825,36253,,99250,46007,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190115,709182,,STABLE BEAMS,3421,1350308539.0,4000.0,PHYSICS_1,57187,,15500,,,47195,LHC12h,
12697,p-p,,,,,,,,12582.84704115503,1350313760.0,19721,121868,87677,18840,,40580,18839,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190116,1073458,,STABLE BEAMS,1685,1350312075.0,4000.0,PHYSICS_1,29355,,2758,,,18414,LHC12h,
73069,p-p,,,,,,,,20969.76135123143,1350316692.0,42861,266096,137774,30623,,88171,40782,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190117,75304,,STABLE BEAMS,2758,1350313934.0,4000.0,PHYSICS_1,53290,,16416,,,35054,LHC12h,
37206,p-p,,,,,,,,11812.827042466408,1350318885.0,24065,149918,75149,16687,,49392,22717,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190118,52042,,STABLE BEAMS,1657,1350317228.0,4000.0,PHYSICS_1,29619,,8981,,,28488,LHC12h,
134771,p-p,,,,,,,,42639.008374899124,1350325861.0,86510,525604,348501,79717,,176423,81350,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190119,178842,,STABLE BEAMS,6599,1350319262.0,4000.0,PHYSICS_1,132989,,36456,,,92364,LHC12h,
30980,p-p,,,,,,,,7073.587471461631,1350357211.0,14801,93293,61634,13732,,30453,14213,ITSSPD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190136,27416,,STABLE BEAMS,970,1350356241.0,4000.0,PHYSICS_1,19700,,5987,,,13057,LHC12h,
16186,p-p,,,,,,,,7439.29694444778,1350358401.0,8715,53453,25856,5250,,17752,8242,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190138,25145,,STABLE BEAMS,1011,1350357390.0,4000.0,PHYSICS_1,10661,,3232,,,12079,LHC12h,
7024,p-p,,,,,,,,3564.7700954143447,1350359087.0,3835,23479,8809,1408,,7845,3549,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190139,11159,,STABLE BEAMS,531,1350358556.0,4000.0,PHYSICS_1,4725,,1457,,,5998,LHC12h,
50816,p-p,,,,,,,,17644.59718667097,1350361796.0,31020,191996,69947,15876,,63490,29143,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190141,64310,,STABLE BEAMS,2321,1350359475.0,4000.0,PHYSICS_1,35207,,10632,,,34591,LHC12h,
30309,p-p,,,,,,,,8625.351935482291,1350363227.0,15956,99615,77013,17162,,33192,15470,ITSSPD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190142,37276,,STABLE BEAMS,1163,1350362064.0,4000.0,PHYSICS_1,21696,,6716,,,19625,LHC12h,
184670,p-p,,,,,,,,56488.85786569064,1350371220.0,109504,668665,387541,87520,,223536,103236,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190147,242662,,STABLE BEAMS,7526,1350363694.0,4000.0,PHYSICS_1,152143,,44936,,,133810,LHC12h,
15193,p-p,100829,,198170,,,29420,61302,12665.520637508682,1350378128.0,,,66498,44287,,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190150,,366291,STABLE BEAMS,2666,1350375462.0,4000.0,PHYSICS_1,3669,30242,6800,,,16811,LHC12h,
59892,p-p,,,,,,,,17597.973276187466,1350456705.0,35982,221230,187461,42671,,73502,33792,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190206,84844,,STABLE BEAMS,3648,1350453057.0,4000.0,PHYSICS_1,67230,,15194,,,47409,LHC12h,
6533,p-p,58555,,66449,,,9909,20227,3732.9403441418503,1350459145.0,,,38788,25050,,,,ITSSPD ITSSDD ITSSSD TPC HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190209,,134114,STABLE BEAMS,991,1350458154.0,4000.0,PHYSICS_1,1419,9804,2634,,,5537,LHC12h,
15270,p-p,144212,,159973,,,23443,48680,8910.292719405066,1350461852.0,,,95446,62300,,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190210,,326875,STABLE BEAMS,2271,1350459581.0,4000.0,PHYSICS_1,3742,23802,6535,,,12998,LHC12h,
12262,p-p,138905,,133076,,,19508,40597,10291.573275351195,1350465695.0,,,91922,59967,,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG T0 VZERO ACORDE EMCAL TRD,,190212,,310320,STABLE BEAMS,2944,1350462751.0,4000.0,PHYSICS_1,3352,19772,5737,,,11097,LHC12h,
1685,p-p,21749,,21803,,,3156,6703,1218.9830843699701,1350466574.0,,,14317,9413,,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG T0 VZERO ACORDE EMCAL TRD,,190213,,47452,STABLE BEAMS,484,1350466090.0,4000.0,PHYSICS_1,588,3250,859,,,1661,LHC12h,
14165,p-p,225017,,169631,,,24749,52324,11601.750750588633,1350470899.0,,,148829,97320,,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG T0 VZERO ACORDE EMCAL TRD,,190214,,475987,STABLE BEAMS,3813,1350467086.0,4000.0,PHYSICS_1,4850,25393,7785,,,16881,LHC12h,
11898,p-p,240093,,155947,,,22862,48511,8831.786763513954,1350474490.0,,,158183,104374,,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG T0 VZERO ACORDE EMCAL TRD,,190215,,430470,STABLE BEAMS,3352,1350471138.0,4000.0,PHYSICS_1,5151,23681,7577,,,14952,LHC12h,
9855,p-p,245191,,136879,,,20287,42995,7751.353439706086,1350478068.0,,,161445,106029,,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG T0 VZERO ACORDE EMCAL TRD,,190216,,401438,STABLE BEAMS,3228,1350474840.0,4000.0,PHYSICS_1,4921,21137,6862,,,13468,LHC12h,
,p-p,,,,,,,,47058.71981447312,1350506597.0,91826,577097,,71458,,188886,88768,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190235,206581,,STABLE BEAMS,5865,1350500732.0,4000.0,PHYSICS_1,114640,,37404,,,103921,LHC12h,
,p-p,,,,,,,,24652.38077085045,1350510777.0,45627,287483,,36798,,94054,44052,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190237,95259,,STABLE BEAMS,3445,1350507332.0,4000.0,PHYSICS_1,64754,,19096,,,42929,LHC12h,
,p-p,,,,,,,,44165.02789938603,1350520731.0,92865,569136,,100090,,190829,88260,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190239,178376,,STABLE BEAMS,8208,1350512523.0,4000.0,PHYSICS_1,163700,,39563,,,79609,LHC12h,
2204,p-p,25190,,23691,,,3504,7364,8997.100531743423,1350523595.0,,,16721,11067,,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190240,,49821,STABLE BEAMS,2056,1350521539.0,4000.0,PHYSICS_1,507,3578,961,,,1947,LHC12h,
21096,p-p,364881,,235165,,,34767,72870,14251.713491025705,1350530574.0,,,240978,158578,,,,ITSSPD ITSSDD ITSSSD TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190242,,604377,STABLE BEAMS,3805,1350526769.0,4000.0,PHYSICS_1,6005,35852,10509,,,21493,LHC12h,
35268,p-p,844593,,447807,,,66323,139945,27159.101326483255,1350540769.0,,,555835,367309,,,,ITSSPD ITSSDD ITSSSD HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190244,,1288828,STABLE BEAMS,9033,1350531736.0,4000.0,PHYSICS_1,13954,68667,21784,,,44171,LHC12h,
,p-p,,,,,,,,13762.295099162731,1350643290.0,25540,160840,,24296,,52544,24886,ITSSPD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190296,55721,,STABLE BEAMS,1732,1350641558.0,4000.0,PHYSICS_1,32823,,10601,,,25125,LHC12h,
,p-p,,,,,,,,16961.353006641915,1350645763.0,31684,196698,,22529,,64111,29789,ITSSPD ITSSDD ITSSSD MUONTRK MUONTRG T0 EMCAL,,190299,64008,,STABLE BEAMS,2252,1350643511.0,4000.0,PHYSICS_1,,,13337,,,29071,LHC12h,
,p-p,,,,,,,,44741.05089749139,1350652690.0,98004,604764,,84564,,199420,91924,ITSSPD ITSSDD ITSSSD MUONTRK MUONTRG T0 EMCAL,,190301,182566,,STABLE BEAMS,6815,1350645875.0,4000.0,PHYSICS_1,,,42069,,,82200,LHC12h,
,p-p,,,,,,,,5284.255935362732,1350654595.0,11615,70804,,13218,,23496,10689,ITSSPD ITSSDD ITSSSD MUONTRK MUONTRG T0 EMCAL,,190302,22141,,STABLE BEAMS,1106,1350653489.0,4000.0,PHYSICS_1,,,5024,,,9929,LHC12h,
9054,p-p,57770,,73780,,,10658,22390,4502.854018463781,1350656443.0,,,38390,24961,,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190303,,103274,STABLE BEAMS,1246,1350655197.0,4000.0,PHYSICS_1,5016,11093,3265,,,6249,LHC12h,
8560,p-p,112130,,77604,,,11219,23507,4419.703250387719,1350658878.0,,,74558,48305,,,,ITSSPD ITSSDD ITSSSD TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190304,,173204,STABLE BEAMS,1164,1350657714.0,4000.0,PHYSICS_1,1948,11578,3297,,,6432,LHC12h,
3257,p-p,30341,,30663,,,4400,9309,3542.882916200849,1350660186.0,,,20096,13034,,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190305,,69625,STABLE BEAMS,1001,1350659185.0,4000.0,PHYSICS_1,848,4591,1351,,,2597,LHC12h,
27718,p-p,392807,,295082,,,42385,90354,18331.947535895706,1350667210.0,,,260181,169064,,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190307,,749763,STABLE BEAMS,6305,1350660905.0,4000.0,PHYSICS_1,9342,44713,13678,,,27062,LHC12h,
,p-p,,,,,,,,4301.660313784129,1350690305.0,9826,82990,,9727,19960,22064,10617,ITSSPD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190324,26686,,STABLE BEAMS,687,1350689618.0,4000.0,PHYSICS_1,,,4260,,,11769,LHC12h,
,p-p,,,,,,,,11658.731447179343,1350692559.0,26714,222624,,31030,57265,59138,28819,ITSSPD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190325,73404,,STABLE BEAMS,1981,1350690578.0,4000.0,PHYSICS_1,,,12050,,,31883,LHC12h,
,p-p,,,,,,,,33123.279993904,1350700280.0,76082,622766,,90715,207060,166551,80189,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190330,151639,,STABLE BEAMS,7552,1350692728.0,4000.0,PHYSICS_1,,,32802,,,65514,LHC12h,
2277,p-p,26715,,19578,,,2906,5578,823.9877141476729,1350702386.0,,,18098,11095,,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190335,,31174,STABLE BEAMS,322,1350702064.0,4000.0,PHYSICS_1,410,2660,647,,,1283,LHC12h,
31399,p-p,341623,,298006,,,43507,85188,12961.822111277257,1350710189.0,,,229285,138745,,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG T0 VZERO ACORDE EMCAL TRD,,190336,,528067,STABLE BEAMS,5437,1350704752.0,4000.0,PHYSICS_1,7857,40317,10642,,,21409,LHC12h,
11232,p-p,193094,,142551,,,17734,34866,5328.422264047822,1350713523.0,,,129630,77890,45693,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG T0 VZERO ACORDE EMCAL TRD,,190337,,255099,STABLE BEAMS,2922,1350710601.0,4000.0,PHYSICS_1,3778,14281,4612,,,9672,LHC12h,
4282,p-p,86714,,59867,,,7544,14615,1979.7613155053969,1350715212.0,,,58098,35399,22276,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRG T0 VZERO ACORDE EMCAL TRD,,190338,,105084,STABLE BEAMS,1261,1350713951.0,4000.0,PHYSICS_1,1736,6103,1993,,,3987,LHC12h,
9564,p-p,266053,,143473,,,17661,35359,4924.312625892332,1350719061.0,,,177982,108049,56730,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG T0 VZERO ACORDE EMCAL TRD,,190340,,266786,STABLE BEAMS,3535,1350715526.0,4000.0,PHYSICS_1,4702,15212,4839,,,9962,LHC12h,
204,p-p,127741,,65490,,,9610,19118,2328.610621398083,1350721510.0,,,85257,51848,34097,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190341,,6436,STABLE BEAMS,2011,1350719499.0,4000.0,PHYSICS_1,1587,327,119,,,248,LHC12h,
2530,p-p,141596,,46407,,,5751,11650,1610.854408850669,1350723535.0,,,94312,57596,23582,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG T0 VZERO ACORDE EMCAL TRD,,190342,,97101,STABLE BEAMS,1584,1350721951.0,4000.0,PHYSICS_1,2125,5204,1736,,,3561,LHC12h,
28,p-p,27451,,8516,,,1230,2474,314.2015932634037,1350724226.0,,,18300,11078,5094,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190344,,995,STABLE BEAMS,377,1350723849.0,4000.0,PHYSICS_1,256,71,17,,,30,LHC12h,
236,p-p,19743,,4699,,,530,1153,161.56312599186353,1350724765.0,,,13199,7944,2229,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG T0 VZERO ACORDE EMCAL TRD,,190345,,9525,STABLE BEAMS,242,1350724523.0,4000.0,PHYSICS_1,246,594,166,,,356,LHC12h,
,p-p,,,,,,,,15719.20919298998,1350761888.0,32913,273285,,41554,86994,72840,35260,ITSSPD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190374,65882,,STABLE BEAMS,3040,1350758848.0,4000.0,PHYSICS_1,,,13889,,,28482,LHC12h,
,p-p,,,,,,,,7278.517858210803,1350763933.0,16899,139933,,23960,48769,37298,18019,ITSSPD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190379,32493,,STABLE BEAMS,1565,1350762368.0,4000.0,PHYSICS_1,,,7282,,,14013,LHC12h,
,p-p,,,,,,,,31762.90032744532,1350771841.0,73285,598179,,97328,273174,160544,77310,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190380,141937,,STABLE BEAMS,7742,1350764099.0,4000.0,PHYSICS_1,,,31381,,,61577,LHC12h,
11646,p-p,107127,,131109,,,17317,33217,6790.344375696605,1350776393.0,,,71340,44446,42307,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG T0 VZERO ACORDE EMCAL TRD,,190386,,233274,STABLE BEAMS,2156,1350774237.0,4000.0,PHYSICS_1,2326,12023,3833,,,9180,LHC12h,
4820,p-p,46196,,54478,,,7091,13726,2046.7213940862118,1350778201.0,,,30778,19091,19237,,,ITSSPD ITSSDD ITSSSD TPC HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190388,,83558,STABLE BEAMS,740,1350777461.0,4000.0,PHYSICS_1,1077,5138,1650,,,3359,LHC12h,
9513,p-p,95398,,121429,,,15787,30979,4485.764797853899,1350780197.0,,,63606,39540,47639,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190389,,176830,STABLE BEAMS,1623,1350778574.0,4000.0,PHYSICS_1,2359,10838,3497,,,7144,LHC12h,
12530,p-p,147106,,153516,,,19548,38352,5661.521003772242,1350782652.0,,,98083,61014,66152,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190390,,244753,STABLE BEAMS,2204,1350780448.0,4000.0,PHYSICS_1,3282,14771,4959,,,9564,LHC12h,
19505,p-p,293036,,263549,,,33863,67099,12201.48894365791,1350789073.0,,,195103,121706,138756,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190392,,451642,STABLE BEAMS,5216,1350783857.0,4000.0,PHYSICS_1,6166,25497,8527,,,17430,LHC12h,
29415,p-p,643435,,436040,,,55779,111498,16913.098246995585,1350799188.0,,,426798,268347,272855,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190393,,861582,STABLE BEAMS,8844,1350790344.0,4000.0,PHYSICS_1,13242,46236,15981,,,31365,LHC12h,
,p-p,,,,,,,,8033.883442613516,1350813832.0,17632,147800,,20421,35939,38856,18948,ITSSPD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190407,35319,,STABLE BEAMS,1346,1350812486.0,4000.0,PHYSICS_1,,,7246,,,15399,LHC12h,
,p-p,,,,,,,,12752.73900342205,1350816942.0,23492,197363,,27315,53653,52044,25270,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190413,50363,,STABLE BEAMS,2566,1350814376.0,4000.0,PHYSICS_1,,,9846,,,21714,LHC12h,
,p-p,,,,,,,,21984.13412531899,1350823012.0,51504,421347,,72936,141282,112420,54311,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190414,103191,,STABLE BEAMS,5852,1350817160.0,4000.0,PHYSICS_1,,,21831,,,46723,LHC12h,
3962,p-p,30108,,44718,,,5757,10957,1792.8563896255466,1350824476.0,,,20264,12088,7989,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190416,,53646,STABLE BEAMS,689,1350823787.0,4000.0,PHYSICS_1,681,3673,1060,,,2152,LHC12h,
14270,p-p,124001,,147833,,,18624,35807,4699.202876509676,1350826740.0,,,83842,49930,28524,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190417,,201435,STABLE BEAMS,1907,1350824833.0,4000.0,PHYSICS_1,2844,13672,3918,,,7988,LHC12h,
6386,p-p,64030,,68920,,,8583,16486,2183.761643248935,1350828067.0,,,43331,25681,14839,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190418,,98236,STABLE BEAMS,1003,1350827064.0,4000.0,PHYSICS_1,1430,6437,1939,,,3818,LHC12h,
7804,p-p,99105,,88105,,,10985,21383,3295.4671277417024,1350830482.0,,,66912,39781,20473,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190419,,144194,STABLE BEAMS,1695,1350828787.0,4000.0,PHYSICS_1,1953,8373,2453,,,5587,LHC12h,
18886,p-p,279393,,233078,,,29207,56665,7075.913685091959,1350835113.0,,,188716,110550,63802,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190421,,363139,STABLE BEAMS,4119,1350830994.0,4000.0,PHYSICS_1,6037,22571,6695,,,13855,LHC12h,
1040,p-p,17040,,18041,,,2339,4514,1126.6737273252736,1350836641.0,,,11485,6848,5578,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190422,,36295,STABLE BEAMS,836,1350835805.0,4000.0,PHYSICS_1,461,1409,425,,,1273,LHC12h,
535,p-p,17845,,30171,,,4232,8227,1404.550559925886,1350838538.0,,,12076,7075,11107,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190424,,32107,STABLE BEAMS,1127,1350837411.0,4000.0,PHYSICS_1,257,818,267,,,1150,LHC12h,
5921,p-p,192679,,90670,,,11122,22093,2735.10468295575,1350841148.0,,,129400,76182,30953,,,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,,190425,,161337,STABLE BEAMS,2369,1350838779.0,4000.0,PHYSICS_1,3414,9355,2885,,,5656,LHC12h,
,p-p,,,,,,,,4349.102234219075,1350867306.0,2,12,,,4,3,3,ITSSPD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190445,11847,,STABLE BEAMS,838,1350866468.0,4000.0,PHYSICS_1,,,1,,,5196,LHC12h,
,p-p,,,,,,,,9478.754949415807,1350869701.0,23176,198976,,27347,62807,51833,25790,ITSSPD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190449,43769,,STABLE BEAMS,1767,1350867934.0,4000.0,PHYSICS_1,,,9224,,,20535,LHC12h,
,p-p,,,,,,,,43099.00801778349,1350877753.0,95372,803644,,93357,274925,212411,104025,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190451,182161,,STABLE BEAMS,7871,1350869882.0,4000.0,PHYSICS_1,,,38541,,,78502,LHC12h,
,p-p,,,,,,,,3350.615506955481,1350879188.0,7378,62843,,7540,27146,16954,8142,ITSSPD ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0 EMCAL,,190453,14604,,STABLE BEAMS,829,1350878359.0,4000.0,PHYSICS_1,,,3124,,,6298,LHC12h,
