DAQ_time_end,VEventBit3,VEventBit2,VEventBit1,VEventBit0,VEventBit7,VEventBit6,VEventBit5,VEventBit4,run,VEventBit9,VEventBit8,fill,activeDetectors,lumi_seen,beamEnergy,beamType,VEventBit22,VEventBit23,VEventBit20,VEventBit21,VEventBit26,VEventBit27,VEventBit24,VEventBit25,VEventBit13,DAQ_time_start,VEventBit30,runDuration,VEventBit28,VEventBit29,partition,LHCBeamMode,VEventBit12,VEventBit11,VEventBit10,VEventBit17,VEventBit16,VEventBit15,VEventBit14,VEventBit19,VEventBit18,LHCperiod
1439965922.0,0,0,0,0,0,0,0,0,233464,0,0,4231,EMCAL,0.0,6500.0,p-p,0,0,0,0,0,0,0,0,0,1439964965.0,0,957,0,0,PHYSICS_2,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1439968268.0,0,0,2392553,0,35358,30796,0,0,233465,7226,11941,4231,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID FMD T0 VZERO ACORDE AD MUONTRK MUONTRG,1243.9366250566015,6500.0,p-p,0,0,0,0,0,0,0,0,0,1439965218.0,0,3050,0,0,PHYSICS_1,STABLE BEAMS,0,127745,0,0,0,0,0,0,0,LHC15h
1439967495.0,0,0,0,0,0,0,0,0,233466,0,0,4231,EMCAL,0.0,6500.0,p-p,0,0,0,0,0,0,0,0,0,1439966498.0,0,997,0,0,PHYSICS_2,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1479956416.0,0,0,626980,0,1228312,94695,0,0,266235,1380985,79924,5534,ITSSPD ITSSDD ITSSSD PHOS CPV T0 VZERO ZDC EMCAL AD MUONTRK MUONTRG,596.8299639088862,6499.0,p-Pb,0,0,0,491715,0,0,0,0,179708,1479951452.0,0,4964,0,0,PHYSICS_1,STABLE BEAMS,0,940873,31172,0,637930,1035882,249146,0,0,LHC16r
1439976868.0,0,0,29552812,38129605,0,0,38129605,0,233468,0,0,4231,PHOS CPV,0.0,6500.0,p-p,0,0,0,14827479,0,0,0,0,0,1439967349.0,0,9519,0,0,PHYSICS_3,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1439969035.0,0,0,0,0,0,0,0,0,233469,0,0,4231,EMCAL,0.0,6500.0,p-p,0,0,0,0,0,0,0,0,0,1439967705.0,0,1330,0,0,PHYSICS_2,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1439976850.0,0,0,6046043,0,91583,80674,0,0,233472,18896,30895,4231,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID FMD T0 VZERO ACORDE AD MUONTRK MUONTRG,3246.101049014067,6500.0,p-p,0,0,0,0,0,0,0,0,0,1439969139.0,0,7711,0,0,PHYSICS_1,STABLE BEAMS,0,333585,0,0,0,0,0,0,0,LHC15h
1439971091.0,0,0,0,0,0,0,0,0,233473,0,0,4231,EMCAL,0.0,6500.0,p-p,0,0,0,0,0,0,0,0,0,1439969473.0,0,1618,0,0,PHYSICS_2,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1439973281.0,0,0,0,0,0,0,0,0,233474,0,0,4231,EMCAL,0.0,6500.0,p-p,0,0,0,0,0,0,0,0,0,1439971493.0,0,1788,0,0,PHYSICS_2,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1439975043.0,0,0,0,0,0,0,0,0,233475,0,0,4231,EMCAL,0.0,6500.0,p-p,0,0,0,0,0,0,0,0,0,1439973618.0,0,1425,0,0,PHYSICS_2,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1439976650.0,0,0,0,0,0,0,0,0,233477,0,0,4231,EMCAL,0.0,6500.0,p-p,0,0,0,0,0,0,0,0,0,1439975400.0,0,1250,0,0,PHYSICS_2,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1466186671.0,0,0,0,0,0,0,0,0,256553,0,0,5026,PHOS CPV,24256.859313582914,6500.0,p-p,0,0,0,0,0,0,0,0,0,1466171708.0,0,14963,0,0,PHYSICS_3,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC16k
1321387187.0,0,0,0,7351,74728,12866,0,0,167985,69750,81345,2297,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ZDC EMCAL,0.4807832068198894,3500.0,Pb-Pb,0,0,0,0,0,0,0,0,0,1321384536.0,0,2651,0,0,PHYSICS_1,STABLE BEAMS,0,0,0,86398,86398,22578,12567,0,0,LHC11h
1321389642.0,0,0,0,3111,55145,9291,0,0,167986,51546,59911,2297,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS PMD MUONTRK MUONTRG FMD T0 VZERO ZDC EMCAL,0.299744713946638,3500.0,Pb-Pb,0,0,0,0,0,0,0,0,0,1321387870.0,0,1772,0,0,PHYSICS_1,STABLE BEAMS,0,0,0,37301,37301,9581,5144,0,0,LHC11h
1321394957.0,0,0,0,31409,191268,44162,0,0,167987,181217,209415,2297,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS PMD MUONTRK MUONTRG T0 VZERO ZDC EMCAL,0.7253087380358844,3500.0,Pb-Pb,0,0,0,0,0,0,0,0,0,1321390146.0,0,4811,0,0,PHYSICS_1,STABLE BEAMS,0,0,0,345192,345192,64104,34798,0,0,LHC11h
1321398090.0,0,0,0,15489,98934,21485,0,0,167988,95356,109985,2297,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS PMD MUONTRK MUONTRG T0 VZERO ZDC EMCAL,0.31770021109356394,3500.0,Pb-Pb,0,0,0,0,0,0,0,0,0,1321395582.0,0,2508,0,0,PHYSICS_1,STABLE BEAMS,0,0,0,167805,167805,31347,17246,0,0,LHC11h
1480040095.0,0,0,283313,0,377872,41300,0,0,266299,420728,33657,5538,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS CPV T0 VZERO ZDC EMCAL AD MUONTRK MUONTRG,190.9665146789646,6499.0,p-Pb,0,0,0,226129,0,0,0,0,28950,1480037964.0,0,2131,0,0,PHYSICS_1,STABLE BEAMS,0,398514,14095,0,170998,162176,38756,0,0,LHC16r
1480042092.0,0,0,308446,0,369603,39149,0,0,266300,412094,32294,5538,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS CPV T0 VZERO ZDC AD MUONTRK MUONTRG,174.17590192607113,6499.0,p-Pb,0,0,0,245865,0,0,0,0,32912,1480040268.0,0,1824,0,0,PHYSICS_1,STABLE BEAMS,0,379941,0,0,184736,0,0,0,0,LHC16r
1480043709.0,0,0,195932,0,244085,26044,0,0,266304,271289,21615,5538,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS CPV T0 VZERO ZDC EMCAL AD MUONTRK MUONTRG,115.48716608842469,6499.0,p-Pb,0,0,0,156159,0,0,0,0,20676,1480042426.0,0,1283,0,0,PHYSICS_1,STABLE BEAMS,0,254151,9768,0,117886,112324,27382,0,0,LHC16r
1464898239.0,35023,0,1085874,0,309002,41773,0,0,255463,222125,163688,4980,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS CPV FMD T0 VZERO ACORDE EMCAL AD MUONTRK MUONTRG,10288.28414310566,6500.0,p-p,528,0,0,523198,0,0,0,0,244,1464894817.0,0,3422,0,0,PHYSICS_1,STABLE BEAMS,0,270056,11679,0,558323,2419,433,0,0,LHC16h
1480049937.0,0,0,1128160,0,448940,49419,0,0,266312,497131,41138,5538,ITSSPD PHOS CPV T0 VZERO ZDC EMCAL AD MUONTRK MUONTRG,214.32775103746252,6499.0,p-Pb,0,0,0,885571,0,0,0,0,101754,1480047595.0,0,2342,0,0,PHYSICS_1,STABLE BEAMS,0,484539,55098,0,653157,545362,130256,0,0,LHC16r
1480054444.0,0,0,2213342,0,736614,79868,0,0,266313,815611,65813,5538,ITSSPD PHOS CPV T0 VZERO ZDC EMCAL AD MUONTRK MUONTRG,407.56412249902166,6499.0,p-Pb,0,0,0,1739656,0,0,0,0,204731,1480050029.0,0,4415,0,0,PHYSICS_1,STABLE BEAMS,0,777274,108800,0,1265698,1092387,260559,0,0,LHC16r
1480059642.0,0,0,3224708,0,28589,36587,0,0,266316,30928,29223,5538,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS CPV PMD FMD T0 VZERO ZDC EMCAL AD MUONTRK MUONTRG,11.1834762402119,6499.0,p-Pb,0,0,0,848036,0,0,0,0,940,1480058185.0,0,1457,0,0,PHYSICS_1,STABLE BEAMS,0,346242,52215,0,1116,5010,1116,0,0,LHC16r
1480060282.0,0,0,669346,0,8963,12547,0,0,266317,9975,10051,5538,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS CPV PMD FMD T0 VZERO ZDC EMCAL AD MUONTRK MUONTRG,3.669433991426909,6499.0,p-Pb,0,0,0,175473,0,0,0,0,186,1480059733.0,0,549,0,0,PHYSICS_1,STABLE BEAMS,0,118427,10905,0,1208,1018,251,0,0,LHC16r
1480070094.0,0,0,20599426,0,198283,264839,0,0,266318,215095,212485,5538,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS CPV PMD FMD T0 VZERO ZDC EMCAL AD MUONTRK MUONTRG,77.01187586090627,6499.0,p-Pb,0,0,0,5415302,0,0,0,0,5414,1480060360.0,0,9734,0,0,PHYSICS_1,STABLE BEAMS,0,2486875,334130,0,35128,31819,6973,0,0,LHC16r
1479461408.0,0,0,541329,825984,1855,83952,787905,0,265607,2059,0,5519,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS CPV PMD FMD T0 VZERO ZDC AD MUONTRK MUONTRG,0.6890521244508458,6499.0,p-Pb,0,0,0,430441,0,0,0,0,363,1479459790.0,0,1618,0,0,PHYSICS_1,STABLE BEAMS,0,62172,0,0,4144,0,0,18940,0,LHC16r
1337944577.0,0,0,0,0,0,0,0,0,180926,0,0,2663,PHOS,3387.354624485789,4000.0,p-p,0,0,0,0,0,0,0,0,819429,1337941527.0,0,3050,0,0,PHYSICS_2,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC12c
1352443368.0,0,0,0,0,0,0,0,0,191849,0,0,3273,ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0,33671.777868208366,4000.0,p-p,48715,610335,0,59293,198638,0,165925,79967,0,1352436597.0,0,6771,0,0,PHYSICS_1,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC12h
1321490307.0,0,0,0,2453,20276,3496,0,0,168066,18704,21823,2300,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS PMD MUONTRK MUONTRG FMD T0 VZERO ZDC ACORDE EMCAL,0.10794379838615832,3500.0,Pb-Pb,0,0,0,0,0,0,0,0,1400,1321489450.0,0,857,0,0,PHYSICS_1,STABLE BEAMS,0,0,0,27987,27987,6202,4451,0,0,LHC11h
1352453534.0,0,0,0,0,0,0,0,0,191851,0,0,3273,ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0,38516.18848711054,4000.0,p-p,89622,676372,0,121973,355504,0,188172,87246,0,1352443816.0,0,9718,0,0,PHYSICS_1,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC12h
1321491555.0,0,0,0,3958,17194,5558,0,0,168068,15852,18680,2300,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS PMD MUONTRK MUONTRG FMD T0 VZERO ZDC ACORDE EMCAL,0.06612031599337773,3500.0,Pb-Pb,0,0,0,0,0,0,0,0,1351,1321490990.0,0,565,0,0,PHYSICS_1,STABLE BEAMS,0,0,0,45926,45926,5033,3790,0,0,LHC11h
1321502711.0,0,0,0,61459,291736,85459,0,0,168069,273822,317390,2300,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS PMD MUONTRK MUONTRG FMD T0 VZERO ZDC ACORDE EMCAL,1.1322637794048547,3500.0,Pb-Pb,0,0,0,0,0,0,0,0,21766,1321491847.0,0,10864,0,0,PHYSICS_1,STABLE BEAMS,0,0,0,694251,694251,88411,59079,0,0,LHC11h
1440137595.0,0,0,0,0,0,0,0,0,233610,0,0,4243,EMCAL,0.0,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440134742.0,0,2853,0,0,PHYSICS_2,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1440137606.0,0,0,1155,54686,0,0,54686,0,233611,0,0,4243,PHOS CPV,0.0,6500.0,p-p,0,0,0,23,0,0,0,0,0,1440134792.0,0,2814,0,0,PHYSICS_3,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1321516487.0,0,0,0,52855,244573,70412,0,0,168076,227801,263310,2300,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ZDC ACORDE EMCAL,0.8568674752274961,3500.0,Pb-Pb,0,0,0,0,0,0,0,0,21114,1321503628.0,0,12859,0,0,PHYSICS_1,STABLE BEAMS,0,0,0,601330,601330,75967,51585,0,0,LHC11h
1440137535.0,0,0,794,0,4,2,0,0,233613,1,1,4243,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID T0 VZERO ACORDE AD MUONTRK MUONTRG,0.0,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440135317.0,0,2218,0,0,PHYSICS_1,STABLE BEAMS,0,10,0,0,0,0,0,0,0,LHC15h
1440144821.0,0,0,4328508,0,70876,62027,0,0,233614,14822,24288,4243,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID T0 VZERO ACORDE AD MUONTRK MUONTRG,2159.4011305330328,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440139765.0,0,5056,0,0,PHYSICS_1,STABLE BEAMS,0,256055,0,0,0,0,0,0,0,LHC15h
1352454136.0,0,0,0,0,0,0,0,0,191853,0,0,3273,ITSSDD ITSSSD PHOS MUONTRK MUONTRG T0,1291.9396181693696,4000.0,p-p,4152,22203,0,4811,13893,0,6173,2885,0,1352453728.0,0,408,0,0,PHYSICS_1,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC12h
1440144227.0,0,0,9914647,14241360,0,0,14241360,0,233616,0,0,4243,PHOS CPV,0.0,6500.0,p-p,0,0,0,4778404,0,0,0,0,0,1440139824.0,0,4403,0,0,PHYSICS_3,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1440144098.0,0,0,0,0,0,0,0,0,233617,0,0,4243,EMCAL,0.0,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440142036.0,0,2062,0,0,PHYSICS_2,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1440148052.0,0,0,8337372,10641760,0,0,10641760,0,233619,0,0,4243,PHOS CPV,0.0,6500.0,p-p,0,0,0,4251488,0,0,0,0,0,1440144391.0,0,3661,0,0,PHYSICS_3,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1440145800.0,0,0,0,0,0,0,0,0,233620,0,0,4243,EMCAL,0.0,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440144474.0,0,1326,0,0,PHYSICS_2,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1440147283.0,0,0,1866517,0,86907,69651,0,0,233621,18002,29173,4243,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID T0 VZERO ACORDE AD MUONTRK MUONTRG,2786.761172677503,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440144884.0,0,2399,0,0,PHYSICS_1,STABLE BEAMS,0,313138,0,0,0,0,0,0,0,LHC15h
1440148073.0,0,0,0,0,0,0,0,0,233622,0,0,4243,EMCAL,0.0,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440147016.0,0,1057,0,0,PHYSICS_2,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1440150062.0,0,0,2025231,0,100979,81152,0,0,233623,20802,33864,4243,ITSSPD ITSSDD ITSSSD TPC TOF HMPID T0 VZERO ACORDE AD MUONTRK MUONTRG,3244.3435025413564,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440147418.0,0,2644,0,0,PHYSICS_1,STABLE BEAMS,0,124129,0,0,0,0,0,0,0,LHC15h
1440148755.0,0,0,591591,696338,0,0,696338,0,233625,0,0,4243,PHOS CPV TRD,0.0,6500.0,p-p,0,0,0,303975,0,0,0,0,0,1440148353.0,0,402,0,0,PHYSICS_3,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1440150978.0,0,0,370103,0,20458,16313,0,0,233627,4172,6703,4243,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID T0 VZERO ACORDE MUONTRK MUONTRG,802.4188444234725,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440150286.0,0,692,0,0,PHYSICS_1,STABLE BEAMS,0,24810,0,0,0,0,0,0,0,LHC15h
1440150982.0,0,0,1162288,1429818,0,0,1429818,0,233628,0,0,4243,PHOS CPV,0.0,6500.0,p-p,0,0,0,603135,0,0,0,0,0,1440150433.0,0,549,0,0,PHYSICS_3,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1337947219.0,0,0,0,0,0,0,0,0,180933,0,0,2663,PHOS,1964.041717331492,4000.0,p-p,0,0,0,0,0,0,0,0,483610,1337945314.0,0,1905,0,0,PHYSICS_2,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC12c
1441843451.0,0,0,5493687,0,203745,49696,0,0,235547,38728,61955,4341,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS FMD T0 VZERO ACORDE AD MUONTRK MUONTRG,7227.7871897749465,6500.0,p-p,0,0,0,0,0,0,0,0,0,1441836042.0,0,7409,0,0,PHYSICS_1,STABLE BEAMS,0,231652,0,0,0,0,0,0,0,LHC15i
1321532928.0,0,0,0,835,30559,5151,0,0,168103,28768,33400,2301,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS PMD MUONTRG FMD T0 VZERO ZDC ACORDE EMCAL,0.1343567476147267,3500.0,Pb-Pb,0,0,0,0,0,0,0,0,385,1321532197.0,0,731,0,0,PHYSICS_1,STABLE BEAMS,0,0,0,10933,10933,2819,1739,0,0,LHC11h
1321534069.0,0,0,0,2926,34575,5761,0,0,168104,32604,37872,2301,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS PMD MUONTRG FMD T0 VZERO ZDC ACORDE EMCAL,0.1350752490909613,3500.0,Pb-Pb,0,0,0,0,0,0,0,0,1264,1321533245.0,0,824,0,0,PHYSICS_1,STABLE BEAMS,0,0,0,35598,35598,8241,4626,0,0,LHC11h
1321539090.0,0,0,0,24552,225024,36260,0,0,168105,211557,245576,2301,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS PMD MUONTRG FMD T0 VZERO ZDC ACORDE EMCAL,0.9388268948565477,3500.0,Pb-Pb,0,0,0,0,0,0,0,0,12493,1321534424.0,0,4666,0,0,PHYSICS_1,STABLE BEAMS,0,0,0,314148,314148,71258,40817,0,0,LHC11h
1321545720.0,0,0,0,31236,170131,53580,0,0,168107,160572,186006,2301,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS PMD MUONTRK MUONTRG FMD T0 VZERO ZDC ACORDE EMCAL,0.7167598394016294,3500.0,Pb-Pb,0,0,0,0,0,0,0,0,11427,1321540994.0,0,4726,0,0,PHYSICS_1,STABLE BEAMS,0,0,0,447838,447838,55391,32517,0,0,LHC11h
1321549524.0,0,0,0,34005,111284,46297,0,0,168108,104513,120769,2301,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS MUONTRK MUONTRG FMD T0 VZERO ZDC ACORDE EMCAL,0.4193285317843992,3500.0,Pb-Pb,0,0,0,0,0,0,0,0,7759,1321546198.0,0,3326,0,0,PHYSICS_1,STABLE BEAMS,0,0,0,311881,311881,34018,20532,0,0,LHC11h
1321555736.0,0,0,0,48085,171815,64716,0,0,168115,166717,190430,2301,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS PMD MUONTRK MUONTRG FMD T0 VZERO ZDC ACORDE EMCAL,0.5454434939909212,3500.0,Pb-Pb,0,0,0,0,0,0,0,0,11250,1321550573.0,0,5163,0,0,PHYSICS_1,STABLE BEAMS,0,0,0,435777,435777,48528,28879,0,0,LHC11h
1464910597.0,13479,0,428690,0,121273,16483,0,0,255467,87779,64941,4980,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS CPV FMD T0 VZERO ACORDE EMCAL AD MUONTRK MUONTRG,4049.1346242735253,6500.0,p-p,192,0,0,208175,0,0,0,0,90,1464909215.0,0,1382,0,0,PHYSICS_1,STABLE BEAMS,0,107741,4801,0,201953,967,173,0,0,LHC16h
1473366593.0,0,0,0,0,149607,8528,0,0,261025,110947,10928,5287,ITSSPD PHOS CPV T0 VZERO EMCAL MUONTRK MUONTRG,5208.250171577809,6499.0,p-p,101,0,0,0,0,0,0,0,48600,1473365772.0,0,821,0,0,PHYSICS_1,STABLE BEAMS,0,105128,0,0,0,0,0,0,0,LHC16n
1480182808.0,0,0,155710,0,117028,15219,0,0,266437,187401,16482,5546,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS CPV PMD FMD T0 VZERO ZDC EMCAL AD MUONTRK MUONTRG,52.79647084743323,6499.0,p-Pb,0,0,0,124147,0,0,0,0,12621,1480181838.0,0,970,0,0,PHYSICS_1,STABLE BEAMS,0,115492,2403,0,99645,59998,14072,45075,0,LHC16s
1480184583.0,0,0,302328,0,214753,30410,0,0,266438,343407,32289,5546,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS CPV PMD FMD T0 VZERO ZDC EMCAL AD MUONTRK MUONTRG,84.09574226409411,6499.0,p-Pb,0,0,0,241353,0,0,0,0,22582,1480182958.0,0,1625,0,0,PHYSICS_1,STABLE BEAMS,0,228665,4250,0,182083,103509,24611,85636,0,LHC16s
1480185886.0,0,0,189373,0,127917,19067,0,0,266439,205168,21728,5546,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS CPV PMD FMD T0 VZERO ZDC EMCAL AD MUONTRK MUONTRG,55.772150301878646,6499.0,p-Pb,0,0,0,150970,0,0,0,0,13538,1480184705.0,0,1181,0,0,PHYSICS_1,STABLE BEAMS,0,150824,2707,0,113137,59966,14310,57004,0,LHC16s
1480190864.0,0,0,915034,0,538326,87332,0,0,266441,858697,96853,5546,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID PHOS CPV PMD FMD T0 VZERO ZDC EMCAL AD MUONTRK MUONTRG,196.5624840878872,6499.0,p-Pb,0,0,0,729117,0,0,0,0,62377,1480186233.0,0,4631,0,0,PHYSICS_1,STABLE BEAMS,0,684133,13510,0,535796,263472,62787,206122,0,LHC16s
1341466285.0,0,0,3546,0,13324,0,0,0,184210,1978,3554,2807,ITSSPD ITSSDD ITSSSD TPC TOF HMPID PHOS PMD MUONTRK MUONTRG FMD T0 VZERO ACORDE EMCAL TRD,355.51485366658113,4000.0,p-p,0,0,23270,0,0,0,0,0,3554,1341465606.0,0,679,0,0,PHYSICS_1,STABLE BEAMS,0,21258,26274,0,0,671,0,0,0,LHC12d
1440191717.0,0,0,9247,0,2887,129,0,0,233675,566,85,4246,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID T0 VZERO ACORDE AD MUONTRK MUONTRG,187.39955040177486,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440191241.0,0,476,0,0,PHYSICS_1,STABLE BEAMS,0,1083,0,0,0,0,0,0,0,LHC15h
1440192757.0,0,0,46210,0,8694,361,0,0,233677,1852,308,4246,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID T0 VZERO ACORDE AD MUONTRG,219.74750669421525,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440192250.0,0,507,0,0,PHYSICS_1,STABLE BEAMS,0,3124,0,0,0,0,0,0,0,LHC15h
1440195292.0,0,0,351114,0,423425,14342,0,0,233678,87485,14505,4246,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID T0 VZERO ACORDE AD MUONTRG,15042.188648573898,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440192980.0,0,2312,0,0,PHYSICS_1,STABLE BEAMS,0,154645,0,0,0,0,0,0,0,LHC15h
1440195064.0,0,0,0,0,0,0,0,0,233683,0,0,4246,EMCAL,0.0,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440194488.0,0,576,0,0,PHYSICS_2,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1440195926.0,0,0,0,0,0,0,0,0,233685,0,0,4246,EMCAL,0.0,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440195202.0,0,724,0,0,PHYSICS_2,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1440197074.0,0,0,418687,0,260582,8614,0,0,233686,53608,8915,4246,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID T0 VZERO ACORDE AD MUONTRK MUONTRG,10008.369776004369,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440195418.0,0,1656,0,0,PHYSICS_1,STABLE BEAMS,0,94499,0,0,0,0,0,0,0,LHC15h
1440197001.0,0,0,0,0,0,0,0,0,233688,0,0,4246,EMCAL,0.0,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440196272.0,0,729,0,0,PHYSICS_2,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1440199552.0,0,0,586191,0,239733,9177,0,0,233692,48815,8118,4246,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID T0 VZERO ACORDE AD MUONTRK MUONTRG,9587.117330216242,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440197592.0,0,1960,0,0,PHYSICS_1,STABLE BEAMS,0,86128,0,0,0,0,0,0,0,LHC15h
1440198457.0,0,0,1500197,1646056,0,0,1646056,0,233693,0,0,4246,PHOS CPV,0.0,6500.0,p-p,0,0,0,976601,0,0,0,0,0,1440197937.0,0,520,0,0,PHYSICS_3,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1440198896.0,0,0,441949,496322,0,0,496322,0,233694,0,0,4246,PHOS CPV,0.0,6500.0,p-p,0,0,0,288836,0,0,0,0,0,1440198521.0,0,375,0,0,PHYSICS_3,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1440216048.0,0,0,12601860,14154131,0,0,14154131,0,233695,0,0,4246,PHOS CPV,0.0,6500.0,p-p,0,0,0,8502188,0,0,0,0,0,1440199000.0,0,17048,0,0,PHYSICS_3,STABLE BEAMS,0,0,0,0,0,0,0,0,0,LHC15h
1440201475.0,0,0,560116,0,135221,5648,0,0,233696,27313,4573,4246,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID T0 VZERO ACORDE AD MUONTRK MUONTRG,5642.124099776488,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440199695.0,0,1780,0,0,PHYSICS_1,STABLE BEAMS,0,48374,0,0,0,0,0,0,0,LHC15h
1440203349.0,0,0,522034,0,82757,4243,0,0,233697,16563,2786,4246,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID T0 VZERO ACORDE AD MUONTRK MUONTRG,2919.4549666436587,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440201566.0,0,1783,0,0,PHYSICS_1,STABLE BEAMS,0,29361,0,0,0,0,0,0,0,LHC15h
1440204868.0,0,0,545278,0,34751,2038,0,0,233698,7070,1167,4246,ITSSPD ITSSDD ITSSSD TPC TRD TOF HMPID T0 VZERO ACORDE AD MUONTRK MUONTRG,1195.6268885040624,6500.0,p-p,0,0,0,0,0,0,0,0,0,1440203443.0,0,1425,0,0,PHYSICS_1,STABLE BEAMS,0,12386,0,0,0,0,0,0,0,LHC15h
