counts,trigger,run
17,C0AMU-ABCE-NOPF-TPC,176661
100,C0LSR-ABCE-NOPF-TPC,176661
408,C0VGA-AC-NOPF-ALLNOTRD,176661
995927,C0VGA-B-NOPF-ALLNOTRD,176661
403,C0VGC-AC-NOPF-ALLNOTRD,176661
995771,C0VGC-B-NOPF-ALLNOTRD,176661
4370,CBEAMB-B-NOPF-ALLNOTRD,176661
7630,CINT1-AC-NOPF-ALLNOTRD,176661
1002202,CINT1-B-NOPF-ALLNOTRD,176661
4601,CINT1-E-NOPF-ALLNOTRD,176661
61947,CSPI7-B-NOPF-ALLNOTRD,176661
27,C0AMU-ABCE-NOPF-TPC,176701
100,C0LSR-ABCE-NOPF-TPC,176701
1914,CBEAMB-B-NOPF-ALLNOTRD,176701
7,CBEAMBWU-B-NOPF-ALL,176701
75268,CINT7-AC-NOPF-ALLNOTRD,176701
359910,CINT7-B-NOPF-ALLNOTRD,176701
1,CINT7-E-NOPF-ALLNOTRD,176701
48208,CINT7WU-AC-NOPF-ALL,176701
337110,CINT7WU-B-NOPF-ALL,176701
1,CINT7WU-E-NOPF-ALL,176701
30029,CSPI7-B-NOPF-ALLNOTRD,176701
29859,CSPI7WU-B-NOPF-ALL,176701
16,C0AMU-ABCE-NOPF-TPC,176704
100,C0LSR-ABCE-NOPF-TPC,176704
1988,CBEAMB-B-NOPF-ALLNOTRD,176704
2,CBEAMBWU-B-NOPF-ALL,176704
52548,CINT7-AC-NOPF-ALLNOTRD,176704
250008,CINT7-B-NOPF-ALLNOTRD,176704
2,CINT7-E-NOPF-ALLNOTRD,176704
33872,CINT7WU-AC-NOPF-ALL,176704
234375,CINT7WU-B-NOPF-ALL,176704
1,CINT7WU-E-NOPF-ALL,176704
21216,CSPI7-B-NOPF-ALLNOTRD,176704
21107,CSPI7WU-B-NOPF-ALL,176704
134,C0AMU-ABCE-NOPF-TPC,176707
200,C0LSR-ABCE-NOPF-TPC,176707
17303,CBEAMB-B-NOPF-ALLNOTRD,176707
54,CBEAMBWU-B-NOPF-ALL,176707
494426,CINT7-AC-NOPF-ALLNOTRD,176707
2217536,CINT7-B-NOPF-ALLNOTRD,176707
12,CINT7-E-NOPF-ALLNOTRD,176707
312422,CINT7WU-AC-NOPF-ALL,176707
2066991,CINT7WU-B-NOPF-ALL,176707
8,CINT7WU-E-NOPF-ALL,176707
194093,CSPI7-B-NOPF-ALLNOTRD,176707
192839,CSPI7WU-B-NOPF-ALL,176707
146,C0AMU-ABCE-NOPF-TPC,176710
200,C0LSR-ABCE-NOPF-TPC,176710
21129,CBEAMB-B-NOPF-ALLNOTRD,176710
58,CBEAMBWU-B-NOPF-ALL,176710
606528,CINT7-AC-NOPF-ALLNOTRD,176710
2561371,CINT7-B-NOPF-ALLNOTRD,176710
36,CINT7-E-NOPF-ALLNOTRD,176710
377326,CINT7WU-AC-NOPF-ALL,176710
2371153,CINT7WU-B-NOPF-ALL,176710
24,CINT7WU-E-NOPF-ALL,176710
234313,CSPI7-B-NOPF-ALLNOTRD,176710
232554,CSPI7WU-B-NOPF-ALL,176710
23,C0AMU-ABCE-NOPF-TPC,176715
100,C0LSR-ABCE-NOPF-TPC,176715
3899,CBEAMB-B-NOPF-ALLNOTRD,176715
11,CBEAMBWU-B-NOPF-ALL,176715
121918,CINT7-AC-NOPF-ALLNOTRD,176715
495300,CINT7-B-NOPF-ALLNOTRD,176715
13,CINT7-E-NOPF-ALLNOTRD,176715
75176,CINT7WU-AC-NOPF-ALL,176715
457355,CINT7WU-B-NOPF-ALL,176715
10,CINT7WU-E-NOPF-ALL,176715
46471,CSPI7-B-NOPF-ALLNOTRD,176715
46110,CSPI7WU-B-NOPF-ALL,176715
5,C0AMU-ABCE-NOPF-TPC,176729
12746,CINT7-AC-NOPF-ALLNOTRD,176729
26547,CINT7-B-NOPF-ALLNOTRD,176729
1,CINT7-E-NOPF-ALLNOTRD,176729
6289,CINT7WU-AC-NOPF-ALL,176729
21943,CINT7WU-B-NOPF-ALL,176729
1,CINT7WU-E-NOPF-ALL,176729
3706,CSPI7-B-NOPF-ALLNOTRD,176729
3585,CSPI7WU-B-NOPF-ALL,176729
226,C0AMU-ABCE-NOPF-TPC,176730
200,C0LSR-ABCE-NOPF-TPC,176730
28370,CBEAMB-B-NOPF-ALLNOTRD,176730
72,CBEAMBWU-B-NOPF-ALL,176730
781232,CINT7-AC-NOPF-ALLNOTRD,176730
3563895,CINT7-B-NOPF-ALLNOTRD,176730
14,CINT7-E-NOPF-ALLNOTRD,176730
451969,CINT7WU-AC-NOPF-ALL,176730
3315826,CINT7WU-B-NOPF-ALL,176730
9,CINT7WU-E-NOPF-ALL,176730
324725,CSPI7-B-NOPF-ALLNOTRD,176730
322262,CSPI7WU-B-NOPF-ALL,176730
201,C0AMU-ABCE-NOPF-TPC,176749
200,C0LSR-ABCE-NOPF-TPC,176749
16771,CBEAMB-B-NOPF-ALLNOTRD,176749
66,CBEAMBWU-B-NOPF-ALL,176749
1066741,CINT7-AC-NOPF-ALLNOTRD,176749
2676762,CINT7-B-NOPF-ALLNOTRD,176749
9,CINT7-E-NOPF-ALLNOTRD,176749
635203,CINT7WU-AC-NOPF-ALL,176749
2146287,CINT7WU-B-NOPF-ALL,176749
4,CINT7WU-E-NOPF-ALL,176749
267107,CSPI7-B-NOPF-ALLNOTRD,176749
259017,CSPI7WU-B-NOPF-ALL,176749
5,C0AMU-ABCE-NOPF-TPC,176752
957,CBEAMB-B-NOPF-ALLNOTRD,176752
2,CBEAMBWU-B-NOPF-ALL,176752
67440,CINT7-AC-NOPF-ALLNOTRD,176752
190301,CINT7-B-NOPF-ALLNOTRD,176752
41346,CINT7WU-AC-NOPF-ALL,176752
157544,CINT7WU-B-NOPF-ALL,176752
13523,CSPI7-B-NOPF-ALLNOTRD,176752
13302,CSPI7WU-B-NOPF-ALL,176752
218,C0AMU-ABCE-NOPF-TPC,176753
200,C0LSR-ABCE-NOPF-TPC,176753
28778,CBEAMB-B-NOPF-ALLNOTRD,176753
125,CBEAMBWU-B-NOPF-ALL,176753
1578894,CINT7-AC-NOPF-ALLNOTRD,176753
4708070,CINT7-B-NOPF-ALLNOTRD,176753
22,CINT7-E-NOPF-ALLNOTRD,176753
962366,CINT7WU-AC-NOPF-ALL,176753
3939585,CINT7WU-B-NOPF-ALL,176753
10,CINT7WU-E-NOPF-ALL,176753
333944,CSPI7-B-NOPF-ALLNOTRD,176753
328939,CSPI7WU-B-NOPF-ALL,176753
34,C0AMU-ABCE-NOPF-TPC,176849
100,C0LSR-ABCE-NOPF-TPC,176849
3897,CBEAMB-B-NOPF-ALLNOTRD,176849
20,CBEAMBWU-B-NOPF-ALL,176849
212517,CINT7-AC-NOPF-ALLNOTRD,176849
797812,CINT7-B-NOPF-ALLNOTRD,176849
2,CINT7-E-NOPF-ALLNOTRD,176849
129334,CINT7WU-AC-NOPF-ALL,176849
646798,CINT7WU-B-NOPF-ALL,176849
1,CINT7WU-E-NOPF-ALL,176849
52472,CSPI7-B-NOPF-ALLNOTRD,176849
48541,CSPI7WU-B-NOPF-ALL,176849
25,C0AMU-ABCE-NOPF-TPC,176854
100,C0LSR-ABCE-NOPF-TPC,176854
2021,CBEAMB-B-NOPF-ALLNOTRD,176854
10,CBEAMBWU-B-NOPF-ALL,176854
102796,CINT7-AC-NOPF-ALLNOTRD,176854
392992,CINT7-B-NOPF-ALLNOTRD,176854
2,CINT7-E-NOPF-ALLNOTRD,176854
53593,CINT7WU-AC-NOPF-ALL,176854
276103,CINT7WU-B-NOPF-ALL,176854
2,CINT7WU-E-NOPF-ALL,176854
25814,CSPI7-B-NOPF-ALLNOTRD,176854
20663,CSPI7WU-B-NOPF-ALL,176854
34,C0AMU-ABCE-NOPF-TPC,176859
100,C0LSR-ABCE-NOPF-TPC,176859
2018,CBEAMB-B-NOPF-ALLNOTRD,176859
7,CBEAMBWU-B-NOPF-ALL,176859
92147,CINT7-AC-NOPF-ALLNOTRD,176859
356904,CINT7-B-NOPF-ALLNOTRD,176859
47752,CINT7WU-AC-NOPF-ALL,176859
251357,CINT7WU-B-NOPF-ALL,176859
23541,CSPI7-B-NOPF-ALLNOTRD,176859
18842,CSPI7WU-B-NOPF-ALL,176859
29,C0AMU-ABCE-NOPF-TPC,176924
100,C0LSR-ABCE-NOPF-TPC,176924
4842,CBEAMB-B-NOPF-ALLNOTRD,176924
24,CBEAMBWU-B-NOPF-ALL,176924
151463,CINT7-AC-NOPF-ALLNOTRD,176924
1165008,CINT7-B-NOPF-ALLNOTRD,176924
2,CINT7-E-NOPF-ALLNOTRD,176924
87978,CINT7WU-AC-NOPF-ALL,176924
837114,CINT7WU-B-NOPF-ALL,176924
