counts,trigger,run
200,C0LSR-ABCE-NOPF-TPC,114931
17280,CBEAMB-ABCE-NOPF-ALL,114931
1639,CINT1-E-NOPF-ALL,114931
4453,CINT1A-ABCE-NOPF-ALL,114931
319460,CINT1B-ABCE-NOPF-ALL,114931
1965,CINT1C-ABCE-NOPF-ALL,114931
32,CMUS1A-ABCE-NOPF-MUON,114931
3818,CMUS1B-ABCE-NOPF-MUON,114931
500,C0LSR-ABCE-NOPF-TPC,115328
65861,CBEAMB-ABCE-NOPF-ALL,115328
6538,CINT1-E-NOPF-ALL,115328
8603,CINT1A-ABCE-NOPF-ALL,115328
1235786,CINT1B-ABCE-NOPF-ALL,115328
7259,CINT1C-ABCE-NOPF-ALL,115328
70,CMUS1A-ABCE-NOPF-MUON,115328
15478,CMUS1B-ABCE-NOPF-MUON,115328
400,C0LSR-ABCE-NOPF-TPC,116574
52894,CBEAMB-ABCE-NOPF-ALL,116574
61663,CINT1-E-NOPF-ALL,116574
59219,CINT1A-ABCE-NOPF-ALL,116574
719650,CINT1B-ABCE-NOPF-ALL,116574
57847,CINT1C-ABCE-NOPF-ALL,116574
40,CMUS1A-ABCE-NOPF-MUON,116574
7307,CMUS1B-ABCE-NOPF-MUON,116574
400,C0LSR-ABCE-NOPF-TPC,117116
962374,CBEAMB-ABCE-NOPF-ALL,117116
10837,CINT1-E-NOPF-ALL,117116
12459,CINT1A-ABCE-NOPF-ALL,117116
2433876,CINT1B-ABCE-NOPF-ALL,117116
12097,CINT1C-ABCE-NOPF-ALL,117116
43,CMUS1A-ABCE-NOPF-MUON,117116
26754,CMUS1B-ABCE-NOPF-MUON,117116
