counts,trigger,run
100,C0LSR-ABCE-NOPF-CENTNOTRD,195935
1220,C0VGO-ABCE-NOPF-ALLNOTRD,195935
204182,C1ZED-B-NOPF-CENTNOTRD,195935
106,CCUP7-ACE-NOPF-CENTNOTRD,195935
17317,CCUP7-B-NOPF-CENTNOTRD,195935
7,CEMC7-ACE-NOPF-CENTNOTRD,195935
7431,CEMC7-B-NOPF-CENTNOTRD,195935
23039,CEMC7EG1-B-NOPF-CENTNOTRD,195935
7495,CEMC7EG2-B-NOPF-CENTNOTRD,195935
27630,CEMC7EJ1-B-NOPF-CENTNOTRD,195935
5220,CEMC7EJ2-B-NOPF-CENTNOTRD,195935
7,CEMC7WU-ACE-NOPF-CENT,195935
5874,CEMC7WU-B-NOPF-CENT,195935
17453,CEMC7WUEG1-B-NOPF-CENT,195935
5721,CEMC7WUEG2-B-NOPF-CENT,195935
20940,CEMC7WUEJ1-B-NOPF-CENT,195935
3984,CEMC7WUEJ2-B-NOPF-CENT,195935
184,CINT7-ACE-NOPF-ALLNOTRD,195935
54958,CINT7-B-NOPF-ALLNOTRD,195935
140,CINT7WU-ACE-NOPF-ALL,195935
46461,CINT7WU-B-NOPF-ALL,195935
1,CINT7WUHJT-ACE-NOPF-CENT,195935
3608,CINT7WUHJT-B-NOPF-CENT,195935
4592,CINT7WUHJT-B-NOPF-FAST,195935
11,CINT7WUHQU-ACE-NOPF-CENT,195935
29890,CINT7WUHQU-B-NOPF-CENT,195935
38466,CINT7WUHQU-B-NOPF-FAST,195935
9,CINT7WUHSE-ACE-NOPF-CENT,195935
42314,CINT7WUHSE-B-NOPF-CENT,195935
54460,CINT7WUHSE-B-NOPF-FAST,195935
68273,CMLL7-B-NOPF-MUON,195935
215148,CMSH7-B-NOPF-MUON,195935
52,CMSL7-ACE-NOPF-MUON,195935
25091,CMSL7-B-NOPF-ALLNOTRD,195935
262481,CMSL7-B-NOPF-MUON,195935
198831,CMUL7-B-NOPF-MUON,195935
184,CMUP6-ACE-NOPF-ALLNOTRD,195935
2237,CMUP6-B-NOPF-ALLNOTRD,195935
121,CMUP7-ACE-NOPF-ALLNOTRD,195935
11155,CMUP7-B-NOPF-ALLNOTRD,195935
67147,CPHI7-B-NOPF-ALLNOTRD,195935
50999,CPHI7WU-B-NOPF-ALL,195935
199,CSHM7-ACE-NOPF-ALLNOTRD,195935
35391,CSHM7-B-NOPF-ALLNOTRD,195935
26507,CSHM7WU-B-NOPF-ALL,195935
3432,CTRUE-B-NOPF-ALLNOTRD,195935
100,C0LSR-ABCE-NOPF-CENTNOTRD,195949
612,C0VGO-ABCE-NOPF-ALLNOTRD,195949
116517,C1ZED-B-NOPF-CENTNOTRD,195949
37,CCUP7-ACE-NOPF-CENTNOTRD,195949
9460,CCUP7-B-NOPF-CENTNOTRD,195949
3,CEMC7-ACE-NOPF-CENTNOTRD,195949
5076,CEMC7-B-NOPF-CENTNOTRD,195949
13267,CEMC7EG1-B-NOPF-CENTNOTRD,195949
5014,CEMC7EG2-B-NOPF-CENTNOTRD,195949
15643,CEMC7EJ1-B-NOPF-CENTNOTRD,195949
3456,CEMC7EJ2-B-NOPF-CENTNOTRD,195949
3,CEMC7WU-ACE-NOPF-CENT,195949
4130,CEMC7WU-B-NOPF-CENT,195949
10599,CEMC7WUEG1-B-NOPF-CENT,195949
3968,CEMC7WUEG2-B-NOPF-CENT,195949
12439,CEMC7WUEJ1-B-NOPF-CENT,195949
2756,CEMC7WUEJ2-B-NOPF-CENT,195949
90,CINT7-ACE-NOPF-ALLNOTRD,195949
34048,CINT7-B-NOPF-ALLNOTRD,195949
65,CINT7WU-ACE-NOPF-ALL,195949
29398,CINT7WU-B-NOPF-ALL,195949
2991,CINT7WUHJT-B-NOPF-CENT,195949
3789,CINT7WUHJT-B-NOPF-FAST,195949
4,CINT7WUHQU-ACE-NOPF-CENT,195949
23883,CINT7WUHQU-B-NOPF-CENT,195949
30292,CINT7WUHQU-B-NOPF-FAST,195949
4,CINT7WUHSE-ACE-NOPF-CENT,195949
33905,CINT7WUHSE-B-NOPF-CENT,195949
42967,CINT7WUHSE-B-NOPF-FAST,195949
58038,CMLL7-B-NOPF-MUON,195949
155688,CMSH7-B-NOPF-MUON,195949
57,CMSL7-ACE-NOPF-MUON,195949
15215,CMSL7-B-NOPF-ALLNOTRD,195949
223978,CMSL7-B-NOPF-MUON,195949
143015,CMUL7-B-NOPF-MUON,195949
124,CMUP6-ACE-NOPF-ALLNOTRD,195949
1386,CMUP6-B-NOPF-ALLNOTRD,195949
70,CMUP7-ACE-NOPF-ALLNOTRD,195949
5797,CMUP7-B-NOPF-ALLNOTRD,195949
34064,CPHI7-B-NOPF-ALLNOTRD,195949
27164,CPHI7WU-B-NOPF-ALL,195949
107,CSHM7-ACE-NOPF-ALLNOTRD,195949
18995,CSHM7-B-NOPF-ALLNOTRD,195949
14985,CSHM7WU-B-NOPF-ALL,195949
2069,CTRUE-B-NOPF-ALLNOTRD,195949
200,C0LSR-ABCE-NOPF-CENTNOTRD,195950
1474,C0VGO-ABCE-NOPF-ALLNOTRD,195950
192414,C1ZED-B-NOPF-CENTNOTRD,195950
82,CCUP7-ACE-NOPF-CENTNOTRD,195950
22635,CCUP7-B-NOPF-CENTNOTRD,195950
16,CEMC7-ACE-NOPF-CENTNOTRD,195950
