counts,trigger,run
5,C0AMU-ABCE-NOPF-CENTNOTRD,262395
100,C0LSR-ABCE-NOPF-CENTNOTRD,262395
203497,C0TVX-B-NOPF-CENT,262395
370131,C0TVX-B-NOPF-FAST,262395
232,C0TVX-B-NOPF-MUFAST,262395
37497,CCALIB1-B-NOPF-CENT,262395
1916,CDMC7-B-NOPF-CENT,262395
41,CDMC7DG1-B-NOPF-CENT,262395
423,CDMC7DG2-B-NOPF-CENT,262395
8,CDMC7DJ1-B-NOPF-CENT,262395
14,CDMC7DJ2-B-NOPF-CENT,262395
3643,CEMC7-B-NOPF-CENT,262395
67,CEMC7EG1-B-NOPF-CENT,262395
682,CEMC7EG2-B-NOPF-CENT,262395
16,CEMC7EJ1-B-NOPF-CENT,262395
35,CEMC7EJ2-B-NOPF-CENT,262395
1,CINT7-A-NOPF-CENT,262395
375643,CINT7-B-NOPF-CENT,262395
683021,CINT7-B-NOPF-FAST,262395
448,CINT7-B-NOPF-MUFAST,262395
1,CINT7-C-NOPF-CENT,262395
717,CMLL7-B-NOPF-MUFAST,262395
59,CMSH7-B-NOPF-MUFAST,262395
10688,CMSL7-B-NOPF-MUFAST,262395
6,CMSL8-B-NOPF-MUFAST,262395
1885,CMUL7-B-NOPF-MUFAST,262395
54,CPHI7-B-NOPF-CENT,262395
5,CPHI7PHH-B-NOPF-CENT,262395
22,CPHI7PHL-B-NOPF-CENT,262395
15,CPHI7PHM-B-NOPF-CENT,262395
3,CTRUE-A-NOPF-CENT,262395
1,CTRUE-B-NOPF-CENT,262395
1,CTRUE-C-NOPF-CENT,262395
142,CTRUE-E-NOPF-CENT,262395
18225,CVHMSH2-B-NOPF-CENT,262395
3100,CVHMV0M-B-SPD2-CENT,262395
6,C0AMU-ABCE-NOPF-CENTNOTRD,262396
100,C0LSR-ABCE-NOPF-CENTNOTRD,262396
233526,C0TVX-B-NOPF-CENT,262396
457698,C0TVX-B-NOPF-FAST,262396
227,C0TVX-B-NOPF-MUFAST,262396
43280,CCALIB1-B-NOPF-CENT,262396
2222,CDMC7-B-NOPF-CENT,262396
46,CDMC7DG1-B-NOPF-CENT,262396
504,CDMC7DG2-B-NOPF-CENT,262396
6,CDMC7DJ1-B-NOPF-CENT,262396
17,CDMC7DJ2-B-NOPF-CENT,262396
4323,CEMC7-B-NOPF-CENT,262396
61,CEMC7EG1-B-NOPF-CENT,262396
839,CEMC7EG2-B-NOPF-CENT,262396
13,CEMC7EJ1-B-NOPF-CENT,262396
31,CEMC7EJ2-B-NOPF-CENT,262396
432072,CINT7-B-NOPF-CENT,262396
846580,CINT7-B-NOPF-FAST,262396
405,CINT7-B-NOPF-MUFAST,262396
1,CINT7-C-NOPF-CENT,262396
682,CMLL7-B-NOPF-MUFAST,262396
47,CMSH7-B-NOPF-MUFAST,262396
9762,CMSL7-B-NOPF-MUFAST,262396
6,CMSL8-B-NOPF-MUFAST,262396
1774,CMUL7-B-NOPF-MUFAST,262396
59,CPHI7-B-NOPF-CENT,262396
4,CPHI7PHH-B-NOPF-CENT,262396
29,CPHI7PHL-B-NOPF-CENT,262396
18,CPHI7PHM-B-NOPF-CENT,262396
2,CTRUE-A-NOPF-CENT,262396
1,CTRUE-B-NOPF-CENT,262396
1,CTRUE-C-NOPF-CENT,262396
